branch,back_cagr,back_days_in_market,back_calmar,back_gross_return_percent,forward_cagr,forward_days_in_market,forward_calmar,forward_gross_return_percent
rsi-12-SPXL-<-83-1-TQQQ,89489.60536430606,0.4025822642672483,89502198537.7452,150.0,10150.767276975053,0.13639068969242227,10113916704.979307,296.63783482142804
rsi-12-SPXL-<-88-1-TQQQ,89489.60536430606,0.4025822642672483,89502198537.7452,150.0,10294.72106143868,0.13996211826385085,10257870489.442934,327.1484374999994
rsi-12-SPXL-<-87-1-TQQQ,89489.60536430606,0.4025822642672483,89502198537.7452,150.0,10277.415935359126,0.13758116588289845,10240565363.36338,324.9691087372442
rsi-12-SPXL-<-86-1-TQQQ,89489.60536430606,0.4025822642672483,89502198537.7452,150.0,10277.415935359126,0.13758116588289845,10240565363.36338,324.9691087372442
rsi-12-SPXL-<-85-1-TQQQ,89489.60536430606,0.4025822642672483,89502198537.7452,150.0,10150.767276975053,0.13639068969242227,10113916704.979307,296.63783482142804
rsi-12-SPXL-<-84-1-TQQQ,89489.60536430606,0.4025822642672483,89502198537.7452,150.0,10150.767276975053,0.13639068969242227,10113916704.979307,296.63783482142804
rsi-14-SPXL-<-80-1-TQQQ,89489.60536430606,0.403286489619361,89502198537.7452,150.0,10122.306357850872,0.13406642665387353,10085455785.855125,302.73995535714226
rsi-12-SPXL-<-82-1-TQQQ,89489.60536430606,0.4025822642672483,89502198537.7452,150.0,10150.767276975053,0.13639068969242227,10113916704.979307,296.63783482142804
rsi-12-SPXL-<-79-1-TQQQ,89489.60536430606,0.4025822642672483,89502198537.7452,150.0,10160.865761775794,0.1352569028443497,10124015189.78005,336.3016183035708
rsi-12-SPXL-<-80-1-TQQQ,89489.60536430606,0.4025822642672483,89502198537.7452,150.0,10160.865761775794,0.1352569028443497,10124015189.78005,336.3016183035708
rsi-12-SPXL-<-90-1-TQQQ,89489.60536430606,0.4025822642672483,89502198537.7452,150.0,10294.72106143868,0.13996211826385085,10257870489.442934,327.1484374999994
rsi-12-SPXL-<-81-1-TQQQ,89489.60536430606,0.4025822642672483,89502198537.7452,150.0,10150.767276975053,0.13639068969242227,10113916704.979307,296.63783482142804
rsi-12-SPXL-<-89-1-TQQQ,89489.60536430606,0.4025822642672483,89502198537.7452,150.0,10294.72106143868,0.13996211826385085,10257870489.442934,327.1484374999994
rsi-12-SPXL-<-78-1-TQQQ,89489.60536430606,0.4025822642672483,89502198537.7452,150.0,10160.865761775794,0.1352569028443497,10124015189.78005,336.3016183035708
rsi-12-SPXL-<-91-1-TQQQ,89489.60536430606,0.4025822642672483,89502198537.7452,150.0,10294.72106143868,0.13996211826385085,10257870489.442934,327.1484374999994
rsi-12-SPXL-<-92-1-TQQQ,89489.60536430606,0.4025822642672483,89502198537.7452,150.0,10294.72106143868,0.13996211826385085,10257870489.442934,327.1484374999994
